tip,distance,company,local,dow,month,hour
yes,0.43,Sun Taxi,no,Wed,Mar,22
yes,0.8,other,yes,Wed,Apr,11
yes,17.6,other,no,Mon,Jan,16
yes,2.6,Taxi Affiliation Services,no,Thu,Feb,10
yes,1.77,Sun Taxi,no,Tue,Jan,15
yes,2.3,Taxi Affiliation Services,no,Thu,Apr,18
yes,0.99,Sun Taxi,yes,Fri,Jan,18
yes,1.37,Taxicab Insurance Agency Llc,yes,Fri,Mar,21
yes,18.76,City Service,no,Thu,Mar,15
yes,1.04,Chicago Independents,yes,Thu,Jan,18
yes,15.85,Sun Taxi,no,Mon,Jan,15
yes,21.28,City Service,no,Fri,Apr,0
yes,17.85,City Service,no,Tue,Apr,17
yes,1.25,City Service,no,Fri,Mar,13
yes,16.92,Sun Taxi,no,Sun,Mar,13
yes,0.56,other,yes,Mon,Feb,16
yes,16.67,other,no,Mon,Jan,18
yes,0.72,Flash Cab,no,Wed,Feb,11
yes,18.2,other,no,Wed,Jan,20
yes,7.3,other,no,Wed,Apr,18
yes,9.84,other,no,Sat,Mar,7
yes,2.8,other,no,Sun,Apr,16
yes,0,Taxi Affiliation Services,yes,Wed,Feb,19
yes,3.5,Flash Cab,no,Fri,Mar,18
yes,0.67,City Service,yes,Tue,Jan,16
yes,17.7,Taxi Affiliation Services,no,Sun,Apr,13
yes,0.95,Sun Taxi,yes,Tue,Jan,9
yes,1.43,Sun Taxi,no,Wed,Mar,14
yes,0.1,Taxi Affiliation Services,no,Tue,Apr,10
yes,2,Taxi Affiliation Services,no,Wed,Mar,17
yes,5.04,Taxicab Insurance Agency Llc,no,Tue,Apr,12
yes,0.97,Flash Cab,no,Fri,Jan,21
yes,1.13,Taxicab Insurance Agency Llc,no,Wed,Mar,7
yes,0.8,City Service,no,Tue,Jan,14
yes,2,Taxi Affiliation Services,no,Wed,Apr,22
yes,0.9,Taxi Affiliation Services,yes,Tue,Jan,18
yes,16.78,Chicago Independents,no,Wed,Feb,6
yes,17.6,Taxi Affiliation Services,no,Thu,Apr,21
yes,0.51,Sun Taxi,yes,Thu,Apr,19
yes,0.57,other,no,Wed,Feb,15
yes,0.88,Sun Taxi,yes,Tue,Mar,9
yes,0.83,Taxicab Insurance Agency Llc,no,Mon,Apr,9
yes,0.7,Taxi Affiliation Services,no,Wed,Mar,17
yes,0,Taxicab Insurance Agency Llc,yes,Tue,Mar,20
yes,17.5,Taxi Affiliation Services,no,Tue,Apr,9
yes,0,Flash Cab,no,Mon,Jan,8
yes,17.6,Sun Taxi,no,Fri,Feb,8
yes,1.44,Flash Cab,no,Sat,Apr,19
yes,17.87,Taxicab Insurance Agency Llc,no,Thu,Apr,11
yes,1,other,no,Tue,Apr,8
yes,6.98,Sun Taxi,no,Thu,Mar,11
yes,0.64,Taxicab Insurance Agency Llc,no,Thu,Feb,16
yes,1.83,Taxicab Insurance Agency Llc,no,Thu,Apr,15
yes,2.01,City Service,no,Tue,Apr,15
yes,17.8,other,no,Thu,Jan,13
yes,1.57,other,no,Thu,Feb,18
yes,3.07,City Service,no,Sun,Feb,19
yes,18.61,City Service,no,Tue,Jan,17
yes,0,Taxicab Insurance Agency Llc,yes,Fri,Mar,6
yes,1.66,Sun Taxi,no,Mon,Mar,17
yes,1.64,Sun Taxi,no,Fri,Mar,19
yes,17.98,Chicago Independents,no,Mon,Apr,15
yes,0.72,Taxicab Insurance Agency Llc,no,Sun,Mar,12
yes,16.8,Chicago Independents,no,Wed,Apr,17
yes,1.58,other,yes,Thu,Apr,13
yes,0.41,City Service,yes,Wed,Feb,13
yes,17.84,Chicago Independents,no,Fri,Apr,12
yes,2.3,Taxi Affiliation Services,no,Tue,Feb,18
yes,3.52,other,no,Wed,Mar,12
yes,17.23,Chicago Independents,no,Fri,Jan,8
yes,17.47,Sun Taxi,no,Sun,Apr,12
yes,17.16,other,no,Sat,Jan,19
yes,1,Taxi Affiliation Services,no,Wed,Apr,16
yes,1.2,Chicago Independents,no,Tue,Apr,12
yes,0,Taxi Affiliation Services,yes,Tue,Mar,13
yes,19.4,Taxi Affiliation Services,no,Tue,Feb,13
yes,1.2,Taxi Affiliation Services,no,Tue,Feb,13
yes,17.95,Taxicab Insurance Agency Llc,no,Sun,Apr,12
yes,0.7,Taxi Affiliation Services,yes,Thu,Apr,6
yes,2.1,Sun Taxi,no,Sat,Apr,9
yes,0.58,Taxicab Insurance Agency Llc,yes,Sun,Apr,15
yes,1.2,Taxi Affiliation Services,no,Tue,Feb,15
yes,1.3,Taxi Affiliation Services,no,Wed,Apr,16
yes,1.04,other,no,Wed,Apr,15
yes,9.6,other,no,Sat,Jan,22
yes,1.2,other,no,Mon,Jan,21
yes,1.63,Sun Taxi,no,Sat,Feb,21
yes,2.51,City Service,no,Tue,Mar,8
yes,17.82,other,no,Tue,Feb,11
yes,1.16,City Service,no,Wed,Mar,9
yes,1.15,Chicago Independents,no,Mon,Mar,9
yes,21.5,Chicago Independents,no,Fri,Mar,13
yes,1.4,City Service,no,Sun,Jan,0
yes,1.01,Sun Taxi,no,Wed,Mar,16
yes,1.45,other,no,Fri,Jan,17
yes,1.24,Taxicab Insurance Agency Llc,no,Thu,Jan,8
yes,1.22,Chicago Independents,yes,Fri,Mar,19
yes,0.7,Taxi Affiliation Services,yes,Fri,Mar,14
yes,0.69,other,no,Tue,Mar,8
yes,16.97,City Service,no,Wed,Mar,19
yes,1.12,other,no,Fri,Feb,18
yes,21,Taxi Affiliation Services,no,Tue,Mar,15
yes,0,Taxicab Insurance Agency Llc,yes,Mon,Mar,17
yes,0,Taxi Affiliation Services,no,Thu,Apr,17
yes,2.84,other,no,Sun,Apr,20
yes,17.53,Taxicab Insurance Agency Llc,no,Sat,Jan,16
yes,18.22,City Service,no,Fri,Apr,20
yes,2.24,Sun Taxi,no,Thu,Mar,19
yes,18,other,no,Thu,Mar,17
yes,17.58,Taxicab Insurance Agency Llc,no,Sun,Mar,23
yes,1.27,other,no,Mon,Mar,15
yes,0.55,other,yes,Tue,Apr,16
yes,0,other,no,Wed,Apr,9
yes,1.02,other,yes,Wed,Apr,17
yes,0.5,Taxi Affiliation Services,no,Mon,Apr,9
yes,13.59,other,no,Sat,Mar,12
yes,0,Flash Cab,no,Sat,Apr,18
yes,1.95,Taxicab Insurance Agency Llc,yes,Tue,Apr,9
yes,2.42,Flash Cab,no,Sat,Apr,20
yes,0.75,Sun Taxi,no,Mon,Feb,10
yes,18.41,Chicago Independents,no,Mon,Mar,18
yes,20.57,other,no,Thu,Apr,12
yes,0.1,Taxi Affiliation Services,no,Sun,Apr,11
yes,1.97,other,no,Tue,Apr,8
yes,0.5,Chicago Independents,no,Thu,Mar,15
yes,0.75,Sun Taxi,no,Wed,Apr,9
yes,1.81,City Service,no,Mon,Jan,14
yes,1.19,City Service,no,Thu,Apr,12
yes,0,City Service,yes,Thu,Mar,13
yes,1.38,Flash Cab,no,Thu,Mar,8
yes,2.1,Taxi Affiliation Services,no,Wed,Feb,19
yes,0.73,Flash Cab,no,Thu,Mar,11
yes,17.5,Sun Taxi,no,Thu,Jan,16
yes,18.1,Taxicab Insurance Agency Llc,no,Sun,Mar,6
yes,2.1,other,no,Wed,Mar,21
yes,1.39,City Service,no,Wed,Mar,17
yes,12.99,Chicago Independents,no,Sat,Apr,9
yes,16.7,other,no,Thu,Feb,20
yes,2.28,Sun Taxi,no,Mon,Feb,8
yes,2.51,Taxicab Insurance Agency Llc,no,Wed,Apr,10
yes,2.16,other,no,Sat,Mar,18
yes,4.91,City Service,no,Fri,Apr,17
yes,18.05,other,no,Thu,Apr,13
yes,1.09,Chicago Independents,no,Wed,Jan,16
yes,21.17,City Service,no,Wed,Apr,18
yes,0.92,Sun Taxi,no,Wed,Feb,11
yes,1.13,Sun Taxi,yes,Thu,Mar,15
yes,17.6,other,no,Mon,Apr,13
yes,12.99,Sun Taxi,no,Fri,Apr,11
yes,17.4,other,no,Wed,Mar,19
yes,3.17,City Service,no,Mon,Mar,12
yes,17.9,Taxicab Insurance Agency Llc,no,Wed,Feb,19
yes,1.7,Chicago Independents,no,Thu,Jan,14
yes,2.33,other,no,Mon,Apr,21
yes,16.7,Taxicab Insurance Agency Llc,no,Thu,Mar,12
yes,1.09,Sun Taxi,yes,Wed,Feb,18
yes,0.8,City Service,no,Tue,Apr,8
yes,1.1,Taxi Affiliation Services,no,Mon,Apr,7
yes,0.6,other,no,Fri,Apr,21
yes,1.09,Taxicab Insurance Agency Llc,no,Thu,Mar,12
yes,17.29,Taxicab Insurance Agency Llc,no,Sun,Apr,8
yes,1.79,Taxicab Insurance Agency Llc,no,Tue,Mar,12
yes,1.17,City Service,no,Fri,Feb,10
yes,17.86,Sun Taxi,no,Sat,Mar,18
yes,1.26,Sun Taxi,no,Wed,Mar,8
yes,0.1,Taxi Affiliation Services,no,Sun,Jan,14
yes,0.8,Taxi Affiliation Services,no,Mon,Apr,18
yes,1.6,other,no,Fri,Apr,13
yes,1.22,Taxicab Insurance Agency Llc,no,Fri,Mar,13
yes,2.08,other,no,Wed,Jan,17
yes,1.82,Flash Cab,no,Fri,Jan,18
yes,1.4,City Service,no,Thu,Feb,14
yes,17.7,other,no,Thu,Mar,17
yes,1.5,Taxi Affiliation Services,yes,Wed,Mar,10
yes,1.1,Taxi Affiliation Services,no,Thu,Apr,13
yes,2.06,Chicago Independents,no,Fri,Feb,19
yes,16.16,Sun Taxi,no,Tue,Apr,20
yes,17.61,other,no,Fri,Apr,8
yes,1.51,other,no,Fri,Feb,11
yes,12.63,City Service,no,Thu,Apr,16
yes,17.7,other,no,Mon,Feb,17
yes,1.13,Flash Cab,yes,Thu,Apr,8
yes,18.1,other,no,Mon,Feb,19
yes,16.8,Flash Cab,no,Mon,Mar,12
yes,18.62,Flash Cab,no,Tue,Mar,6
yes,18.4,Chicago Independents,no,Tue,Jan,20
yes,0.66,Taxicab Insurance Agency Llc,no,Fri,Mar,11
yes,0,Taxi Affiliation Services,no,Mon,Jan,21
yes,1.79,Sun Taxi,yes,Wed,Mar,18
yes,2.61,City Service,no,Fri,Apr,11
yes,0.74,other,no,Mon,Feb,8
yes,1.06,Taxicab Insurance Agency Llc,no,Fri,Jan,17
yes,1.51,Sun Taxi,no,Wed,Feb,10
yes,0.1,Taxi Affiliation Services,no,Thu,Mar,16
yes,0,Taxi Affiliation Services,yes,Fri,Apr,17
yes,0,Taxicab Insurance Agency Llc,yes,Fri,Apr,16
yes,5.81,Taxicab Insurance Agency Llc,no,Thu,Feb,22
yes,1.67,Flash Cab,no,Sat,Mar,21
yes,1.7,other,no,Thu,Apr,14
yes,0.6,other,yes,Mon,Mar,8
yes,0.79,Flash Cab,no,Tue,Feb,15
yes,18.29,City Service,no,Thu,Jan,15
yes,1.84,Chicago Independents,no,Tue,Mar,16
yes,0,other,no,Wed,Apr,8
yes,17.36,Chicago Independents,no,Mon,Jan,19
yes,1.18,Flash Cab,yes,Tue,Feb,14
yes,0.9,Taxi Affiliation Services,yes,Wed,Mar,8
yes,1.23,other,yes,Sun,Feb,17
yes,0,Taxi Affiliation Services,yes,Sun,Apr,11
yes,0.9,Taxi Affiliation Services,no,Mon,Feb,20
yes,1.31,Flash Cab,no,Wed,Mar,9
yes,16.4,other,no,Mon,Jan,10
yes,0.72,City Service,no,Fri,Mar,8
yes,2.5,City Service,no,Thu,Apr,15
yes,1,Taxi Affiliation Services,no,Mon,Mar,20
yes,1.1,Chicago Independents,yes,Sun,Jan,14
yes,0.1,Taxi Affiliation Services,no,Tue,Apr,19
yes,1.33,City Service,no,Mon,Mar,11
yes,1.4,Taxi Affiliation Services,no,Tue,Jan,14
yes,17.49,Taxicab Insurance Agency Llc,no,Tue,Feb,18
yes,0.65,Chicago Independents,yes,Wed,Feb,16
yes,0.89,other,yes,Fri,Mar,17
yes,1.33,City Service,no,Tue,Jan,7
yes,21.11,Flash Cab,no,Tue,Jan,10
yes,17.84,other,no,Thu,Apr,16
yes,17.5,other,no,Sun,Jan,18
yes,17.15,Flash Cab,no,Sun,Apr,19
yes,1.1,Chicago Independents,no,Sat,Mar,10
yes,1.43,Taxicab Insurance Agency Llc,yes,Thu,Apr,10
yes,0.94,Sun Taxi,no,Sun,Apr,13
yes,1.02,City Service,yes,Mon,Apr,9
yes,17.32,Flash Cab,no,Thu,Mar,12
yes,0.7,Taxi Affiliation Services,yes,Tue,Jan,15
yes,3.33,Chicago Independents,no,Thu,Mar,14
yes,3.42,Sun Taxi,no,Tue,Mar,13
yes,0.73,Sun Taxi,no,Fri,Jan,21
yes,1.71,Sun Taxi,no,Mon,Mar,11
yes,17.9,other,no,Wed,Mar,10
yes,1.26,other,no,Wed,Apr,11
yes,3.85,City Service,yes,Thu,Feb,10
yes,17.98,Chicago Independents,no,Tue,Jan,15
yes,0.58,other,yes,Fri,Mar,15
yes,9.95,City Service,no,Sun,Jan,19
yes,17.71,Taxicab Insurance Agency Llc,no,Sun,Apr,11
yes,16.3,Taxi Affiliation Services,no,Sun,Jan,19
yes,17.5,Taxicab Insurance Agency Llc,no,Wed,Apr,13
yes,0.9,Taxi Affiliation Services,no,Sat,Apr,11
yes,2.01,other,no,Wed,Apr,9
yes,18.11,other,no,Fri,Mar,17
yes,2.98,Chicago Independents,no,Sun,Feb,9
yes,13.62,City Service,no,Thu,Feb,18
yes,2.14,Taxicab Insurance Agency Llc,no,Tue,Feb,9
yes,0.9,Taxi Affiliation Services,yes,Tue,Feb,12
yes,1.58,Taxicab Insurance Agency Llc,no,Wed,Jan,15
yes,0,Taxi Affiliation Services,no,Sat,Jan,12
yes,1.53,Taxicab Insurance Agency Llc,no,Fri,Mar,15
yes,0.97,City Service,no,Tue,Feb,10
yes,0,Taxi Affiliation Services,no,Wed,Feb,10
yes,0.68,Flash Cab,yes,Fri,Mar,11
yes,0.55,Flash Cab,yes,Thu,Feb,17
yes,1.01,City Service,no,Thu,Feb,21
yes,17.58,other,no,Fri,Apr,11
yes,2.46,Sun Taxi,no,Thu,Apr,14
yes,0.81,Taxicab Insurance Agency Llc,no,Sat,Feb,11
yes,3.57,Sun Taxi,no,Sat,Mar,9
yes,5.77,Chicago Independents,no,Sun,Apr,14
yes,0,Taxi Affiliation Services,no,Sat,Apr,18
yes,2.01,City Service,no,Sat,Apr,22
yes,21.82,City Service,no,Thu,Mar,12
yes,2.78,other,no,Sun,Apr,8
yes,16.73,Flash Cab,no,Sat,Feb,18
yes,0.78,City Service,yes,Wed,Apr,18
yes,1.55,other,no,Tue,Mar,13
yes,0.81,Taxicab Insurance Agency Llc,no,Tue,Apr,9
yes,1.1,Flash Cab,no,Wed,Mar,17
yes,0.4,Taxi Affiliation Services,no,Thu,Mar,8
yes,1.43,other,no,Thu,Mar,15
yes,1.4,Chicago Independents,no,Fri,Apr,18
yes,17.62,other,no,Mon,Mar,18
yes,0.76,Flash Cab,no,Thu,Jan,10
yes,1.81,other,no,Sun,Apr,14
yes,2.94,Chicago Independents,no,Thu,Apr,21
yes,1,Taxi Affiliation Services,no,Mon,Feb,15
yes,0,Taxi Affiliation Services,no,Mon,Apr,16
yes,1.42,Taxicab Insurance Agency Llc,no,Thu,Mar,11
yes,12.11,Sun Taxi,no,Mon,Feb,20
yes,0.69,other,yes,Mon,Feb,14
yes,0.8,Taxi Affiliation Services,yes,Sat,Mar,10
yes,0.73,other,yes,Tue,Apr,6
yes,0.94,Sun Taxi,no,Tue,Jan,21
yes,1.5,Taxi Affiliation Services,no,Sat,Apr,8
yes,11.89,other,no,Tue,Mar,13
yes,0.7,other,no,Tue,Apr,9
yes,1.2,Taxi Affiliation Services,no,Fri,Mar,16
yes,17.5,Taxi Affiliation Services,no,Sun,Mar,10
yes,17.6,Chicago Independents,yes,Tue,Apr,13
yes,1.1,Taxi Affiliation Services,no,Thu,Jan,20
yes,18.52,Taxicab Insurance Agency Llc,no,Wed,Feb,15
yes,17.51,Sun Taxi,no,Mon,Apr,20
yes,8.9,City Service,no,Sat,Apr,13
yes,17.34,Chicago Independents,no,Thu,Feb,15
yes,18.44,Taxicab Insurance Agency Llc,no,Thu,Mar,13
yes,0.4,other,yes,Wed,Mar,11
yes,0,Flash Cab,no,Thu,Mar,14
yes,17.91,City Service,no,Wed,Apr,6
yes,16.8,Taxi Affiliation Services,no,Wed,Mar,11
yes,11.91,other,no,Wed,Feb,19
yes,1.4,Sun Taxi,no,Fri,Jan,9
yes,1.1,other,no,Fri,Jan,9
yes,0.39,other,yes,Thu,Jan,19
yes,11.98,Flash Cab,no,Tue,Jan,13
yes,0.6,other,yes,Tue,Mar,12
yes,0.76,other,no,Thu,Feb,16
yes,1.82,Sun Taxi,no,Sun,Mar,0
yes,0,City Service,yes,Mon,Apr,11
yes,3,Chicago Independents,no,Fri,Apr,12
yes,1.5,other,no,Thu,Mar,10
yes,2.99,Sun Taxi,no,Fri,Apr,18
yes,1.56,Taxicab Insurance Agency Llc,no,Tue,Feb,17
yes,0.35,City Service,yes,Fri,Feb,14
yes,0.01,Taxicab Insurance Agency Llc,yes,Tue,Mar,9
yes,17.6,other,no,Tue,Mar,16
yes,0.7,Taxi Affiliation Services,no,Thu,Feb,8
yes,17.64,Chicago Independents,no,Wed,Mar,6
yes,0,other,no,Fri,Apr,22
yes,0,Flash Cab,yes,Thu,Apr,15
yes,1.21,Chicago Independents,no,Fri,Feb,9
yes,18.1,other,no,Thu,Feb,14
yes,11.96,City Service,no,Thu,Mar,19
yes,18.03,City Service,no,Fri,Jan,11
yes,0.2,Taxi Affiliation Services,no,Thu,Apr,14
yes,16.89,City Service,no,Fri,Jan,18
yes,1.99,Taxicab Insurance Agency Llc,no,Tue,Apr,8
yes,1.29,other,no,Sun,Mar,17
yes,19.39,Taxicab Insurance Agency Llc,no,Tue,Apr,14
yes,0.53,Sun Taxi,yes,Fri,Mar,17
yes,1.01,Taxicab Insurance Agency Llc,no,Wed,Mar,15
yes,1.48,Chicago Independents,no,Wed,Mar,21
yes,0.98,City Service,yes,Fri,Apr,12
yes,0.7,Taxi Affiliation Services,no,Thu,Jan,12
yes,18.15,Flash Cab,no,Wed,Apr,17
yes,17.31,Flash Cab,yes,Fri,Apr,16
yes,1.7,City Service,no,Tue,Apr,8
yes,1.25,Flash Cab,no,Tue,Feb,10
yes,2.16,Taxicab Insurance Agency Llc,no,Fri,Mar,14
yes,2.41,City Service,no,Sat,Jan,18
yes,18.1,Taxi Affiliation Services,no,Thu,Mar,11
yes,20.95,other,no,Wed,Feb,16
yes,0.71,City Service,yes,Sun,Mar,20
yes,3.27,other,no,Fri,Feb,9
yes,16.3,Chicago Independents,no,Fri,Apr,17
yes,0.7,City Service,no,Thu,Apr,18
yes,0.77,other,no,Thu,Feb,15
yes,18.4,other,no,Wed,Jan,11
yes,20.54,City Service,no,Thu,Mar,11
yes,0.79,Chicago Independents,yes,Tue,Jan,14
yes,0,Taxi Affiliation Services,no,Thu,Apr,13
yes,0.45,other,no,Tue,Mar,8
yes,2.2,other,no,Wed,Apr,10
yes,1.14,City Service,no,Wed,Mar,14
yes,0.9,other,no,Thu,Jan,16
yes,14.31,Taxicab Insurance Agency Llc,no,Thu,Mar,19
yes,1.1,Taxi Affiliation Services,yes,Thu,Mar,11
yes,18.55,City Service,no,Mon,Mar,10
yes,16.98,Taxicab Insurance Agency Llc,no,Thu,Mar,13
yes,0,other,no,Mon,Apr,11
yes,10.73,other,no,Wed,Mar,16
yes,0.63,Taxicab Insurance Agency Llc,yes,Mon,Mar,15
yes,1.67,Sun Taxi,no,Wed,Feb,15
yes,0.85,Chicago Independents,yes,Thu,Apr,10
yes,1.71,Chicago Independents,no,Mon,Mar,15
yes,1.35,Sun Taxi,no,Fri,Mar,16
yes,1.23,Flash Cab,yes,Tue,Feb,18
yes,1.83,Flash Cab,yes,Mon,Mar,15
yes,0.67,Taxicab Insurance Agency Llc,no,Fri,Jan,20
yes,0.9,Taxi Affiliation Services,no,Tue,Jan,20
yes,1.7,Taxi Affiliation Services,no,Wed,Apr,11
yes,2.72,City Service,no,Thu,Apr,18
yes,1.38,other,no,Wed,Apr,6
yes,0.79,other,yes,Tue,Jan,16
yes,0.66,other,yes,Sat,Apr,14
yes,21.33,Flash Cab,no,Thu,Apr,7
yes,18.06,City Service,no,Wed,Apr,17
yes,1.2,other,no,Fri,Apr,10
yes,0.9,other,yes,Tue,Mar,20
yes,11.8,other,no,Thu,Feb,19
yes,17.73,Taxicab Insurance Agency Llc,no,Fri,Jan,16
yes,0.89,City Service,yes,Wed,Mar,7
yes,0.84,Flash Cab,yes,Tue,Apr,16
yes,6.9,Taxi Affiliation Services,no,Mon,Apr,17
yes,1.97,Flash Cab,no,Thu,Mar,8
yes,1.85,Sun Taxi,no,Fri,Apr,18
yes,0,Flash Cab,yes,Fri,Mar,18
yes,13.76,Chicago Independents,no,Fri,Apr,16
yes,1.1,City Service,no,Fri,Apr,11
yes,17.92,Taxicab Insurance Agency Llc,no,Thu,Jan,9
yes,5.19,Sun Taxi,no,Thu,Apr,8
yes,0.7,other,yes,Wed,Jan,9
yes,1.39,other,no,Sun,Apr,18
yes,1.8,other,yes,Fri,Mar,10
yes,0,Taxi Affiliation Services,yes,Thu,Jan,15
yes,2.85,Sun Taxi,no,Mon,Mar,14
yes,0.77,other,no,Sat,Mar,13
yes,1.34,other,yes,Tue,Apr,10
yes,2.08,Sun Taxi,no,Wed,Jan,17
yes,17.71,Taxicab Insurance Agency Llc,no,Mon,Jan,23
yes,3.49,other,no,Sat,Mar,17
yes,0.92,Sun Taxi,no,Sun,Apr,18
yes,0.73,City Service,no,Mon,Mar,13
yes,20.31,Sun Taxi,no,Fri,Apr,15
yes,19.17,Taxicab Insurance Agency Llc,no,Fri,Apr,14
yes,0.87,City Service,no,Mon,Feb,9
yes,0.9,Taxi Affiliation Services,yes,Fri,Mar,13
yes,1.41,other,no,Thu,Mar,14
yes,17.8,City Service,no,Fri,Jan,13
yes,0.95,Sun Taxi,yes,Fri,Jan,10
yes,0.99,Chicago Independents,no,Fri,Apr,16
yes,12.86,other,no,Fri,Mar,12
yes,0,Taxi Affiliation Services,no,Sun,Mar,18
yes,0,Taxi Affiliation Services,yes,Thu,Mar,11
yes,18.59,Flash Cab,no,Sat,Feb,13
yes,1.06,other,yes,Mon,Apr,17
yes,3.31,Sun Taxi,no,Fri,Apr,15
yes,0.81,Taxicab Insurance Agency Llc,yes,Thu,Apr,19
yes,17.79,Sun Taxi,no,Sat,Mar,16
yes,1.27,Flash Cab,no,Thu,Apr,11
yes,1.68,Flash Cab,yes,Thu,Mar,8
yes,5.13,Sun Taxi,no,Fri,Apr,11
yes,0.83,other,no,Fri,Feb,8
yes,0.25,other,yes,Sat,Mar,18
yes,1.44,other,yes,Wed,Mar,16
yes,0,Sun Taxi,yes,Fri,Jan,12
yes,16.9,Taxi Affiliation Services,no,Tue,Jan,11
yes,1.15,Sun Taxi,no,Tue,Apr,15
yes,1.45,other,no,Sat,Apr,19
yes,1.1,Chicago Independents,no,Thu,Mar,8
yes,2.21,City Service,no,Fri,Jan,15
yes,18.33,Chicago Independents,no,Fri,Apr,19
yes,1.2,Taxi Affiliation Services,no,Wed,Feb,12
yes,2.5,Taxi Affiliation Services,no,Sat,Apr,8
yes,4.77,Chicago Independents,no,Sat,Apr,14
yes,13,Taxi Affiliation Services,no,Mon,Feb,15
yes,0,Taxi Affiliation Services,no,Mon,Apr,13
yes,18.17,other,no,Fri,Mar,11
yes,7.34,Taxicab Insurance Agency Llc,yes,Fri,Apr,9
yes,2.9,other,no,Tue,Apr,22
yes,0.2,Taxi Affiliation Services,no,Thu,Feb,13
yes,0.51,Sun Taxi,no,Wed,Mar,18
yes,16.83,Chicago Independents,no,Thu,Mar,14
yes,1.6,Taxi Affiliation Services,yes,Wed,Mar,19
yes,16.81,Sun Taxi,no,Thu,Apr,17
yes,9.01,City Service,no,Fri,Apr,12
yes,3.17,Taxicab Insurance Agency Llc,no,Wed,Feb,21
yes,1.15,Sun Taxi,no,Thu,Jan,16
yes,2.35,City Service,no,Tue,Jan,9
yes,13.01,Sun Taxi,no,Thu,Mar,16
yes,0.95,City Service,yes,Wed,Apr,18
yes,1.4,other,yes,Fri,Apr,13
yes,1.58,Sun Taxi,no,Sun,Apr,8
yes,18.45,Taxicab Insurance Agency Llc,no,Sun,Jan,8
yes,4.23,Taxicab Insurance Agency Llc,no,Wed,Mar,19
yes,1.58,Chicago Independents,no,Tue,Feb,7
yes,1.43,Taxicab Insurance Agency Llc,no,Fri,Apr,9
yes,16.9,other,no,Sun,Apr,16
yes,1.2,Taxicab Insurance Agency Llc,no,Thu,Apr,9
yes,0,other,no,Sat,Mar,9
yes,1.07,other,no,Tue,Jan,18
yes,1.06,Flash Cab,no,Thu,Apr,9
yes,18.9,other,no,Tue,Jan,22
yes,0,other,no,Fri,Apr,14
yes,18.22,City Service,no,Thu,Mar,21
yes,1.7,Taxi Affiliation Services,no,Wed,Apr,16
yes,17.6,other,no,Sun,Jan,20
yes,1.49,other,yes,Fri,Apr,17
yes,3.14,Flash Cab,no,Thu,Mar,15
yes,2.16,Flash Cab,no,Wed,Jan,17
yes,1.89,Sun Taxi,no,Sun,Apr,11
yes,1.65,Taxicab Insurance Agency Llc,no,Mon,Jan,8
yes,1.3,Taxi Affiliation Services,no,Sat,Feb,17
yes,1.26,Flash Cab,no,Sun,Jan,1
yes,1.8,Taxicab Insurance Agency Llc,no,Tue,Mar,13
yes,13.4,Taxi Affiliation Services,no,Sat,Apr,9
yes,1.44,Sun Taxi,no,Mon,Mar,17
yes,15.8,other,no,Mon,Feb,18
yes,12.78,Taxicab Insurance Agency Llc,no,Fri,Apr,13
yes,1.76,other,no,Wed,Feb,16
yes,0.68,Sun Taxi,yes,Sat,Apr,14
yes,1.42,other,no,Sat,Apr,13
yes,3.39,Sun Taxi,no,Sat,Apr,17
yes,1,Chicago Independents,no,Thu,Apr,10
yes,1.16,Flash Cab,yes,Wed,Feb,17
