tip,distance,company,local,dow,month,hour
yes,17.3,Taxi Affiliation Services,no,Thu,Apr,23
yes,1.1,Taxi Affiliation Services,yes,Thu,Jan,12
yes,1.85,other,no,Fri,Apr,8
yes,1.03,City Service,no,Wed,Apr,9
yes,0.8,Taxi Affiliation Services,yes,Thu,Apr,11
yes,8.51,Taxicab Insurance Agency Llc,no,Wed,Mar,13
yes,17.3,other,no,Sun,Apr,15
yes,0,Taxi Affiliation Services,no,Wed,Apr,12
yes,0.8,other,yes,Fri,Mar,13
yes,1,Taxi Affiliation Services,no,Sun,Jan,22
yes,20.88,other,no,Tue,Mar,15
yes,18.01,Flash Cab,no,Tue,Mar,17
yes,18.02,Sun Taxi,no,Wed,Mar,14
yes,2.27,Taxicab Insurance Agency Llc,yes,Mon,Apr,15
yes,0.97,City Service,no,Tue,Feb,19
yes,1.25,other,no,Fri,Apr,22
yes,0.9,other,yes,Sun,Apr,14
yes,1.59,Flash Cab,no,Sat,Jan,13
yes,0,Taxi Affiliation Services,yes,Thu,Mar,11
yes,3.13,Taxicab Insurance Agency Llc,no,Sat,Apr,19
yes,0,Taxi Affiliation Services,no,Thu,Apr,17
yes,0.64,City Service,yes,Tue,Apr,18
yes,0.55,Flash Cab,no,Sat,Mar,21
yes,0.75,other,yes,Sat,Mar,13
yes,21.79,other,no,Fri,Mar,12
yes,1.44,Sun Taxi,no,Thu,Jan,16
yes,9.35,Taxicab Insurance Agency Llc,no,Fri,Jan,20
yes,0.9,Taxi Affiliation Services,no,Wed,Jan,15
yes,2.51,Flash Cab,no,Wed,Mar,11
yes,17.06,Sun Taxi,no,Thu,Jan,12
yes,0.24,other,yes,Sat,Jan,19
yes,0.4,other,yes,Wed,Feb,12
yes,0.62,Taxicab Insurance Agency Llc,yes,Thu,Feb,6
yes,0.6,other,yes,Sat,Apr,10
yes,2.57,City Service,no,Thu,Feb,21
yes,16.1,Taxi Affiliation Services,no,Mon,Mar,15
yes,1.75,City Service,no,Wed,Mar,14
yes,1.24,City Service,yes,Thu,Jan,17
yes,9.82,Taxicab Insurance Agency Llc,no,Wed,Mar,11
yes,1.8,other,no,Tue,Mar,15
yes,18.02,Sun Taxi,no,Sun,Jan,9
yes,1.97,Sun Taxi,no,Sun,Mar,18
yes,3.1,Taxi Affiliation Services,no,Thu,Feb,20
yes,17.72,City Service,no,Mon,Jan,19
yes,0.4,Flash Cab,no,Tue,Mar,16
yes,1.21,City Service,no,Thu,Feb,13
yes,4.91,City Service,no,Thu,Mar,21
yes,1.39,Taxicab Insurance Agency Llc,no,Tue,Feb,11
yes,3.42,Sun Taxi,no,Thu,Apr,18
yes,18.28,other,no,Mon,Apr,14
yes,2.3,City Service,no,Sat,Feb,16
yes,1.09,other,no,Tue,Feb,13
yes,12.81,Flash Cab,no,Thu,Feb,9
yes,0.78,Taxicab Insurance Agency Llc,yes,Tue,Mar,18
yes,17.65,Taxicab Insurance Agency Llc,no,Tue,Apr,6
yes,0.64,Flash Cab,no,Thu,Jan,14
yes,1.4,Taxi Affiliation Services,no,Tue,Feb,18
yes,2.4,Taxi Affiliation Services,no,Tue,Apr,18
yes,0.32,Sun Taxi,no,Fri,Apr,16
yes,11.61,Taxicab Insurance Agency Llc,no,Thu,Mar,10
yes,10,Taxi Affiliation Services,no,Mon,Jan,19
yes,17.18,Sun Taxi,no,Mon,Mar,21
yes,16.66,Sun Taxi,no,Fri,Jan,12
yes,0,Flash Cab,no,Tue,Jan,16
yes,0,Flash Cab,no,Thu,Jan,8
yes,17.64,Taxicab Insurance Agency Llc,no,Sun,Mar,8
yes,17.9,Taxi Affiliation Services,no,Mon,Apr,21
yes,0.9,Chicago Independents,yes,Mon,Feb,8
yes,1.78,other,no,Sat,Mar,22
yes,2.02,other,no,Fri,Jan,18
yes,0.46,Chicago Independents,yes,Thu,Apr,16
yes,18.22,other,no,Sat,Feb,8
yes,1.29,Sun Taxi,no,Mon,Apr,8
yes,0,other,yes,Sun,Apr,18
yes,15.21,City Service,no,Thu,Jan,19
yes,6.04,Chicago Independents,no,Wed,Jan,7
yes,1,other,yes,Fri,Mar,7
yes,0.9,other,yes,Wed,Feb,16
yes,16.61,Chicago Independents,no,Fri,Apr,12
yes,1,Chicago Independents,yes,Fri,Feb,13
yes,1.4,other,no,Mon,Mar,10
yes,2.44,other,yes,Tue,Mar,10
yes,1.4,Taxi Affiliation Services,no,Wed,Jan,18
yes,14.8,Taxi Affiliation Services,no,Sun,Mar,20
yes,2.83,Taxicab Insurance Agency Llc,no,Sun,Apr,13
yes,18.62,Flash Cab,no,Wed,Mar,14
yes,0.95,Sun Taxi,yes,Sun,Jan,16
yes,1.14,Taxicab Insurance Agency Llc,no,Tue,Jan,11
yes,0,Taxi Affiliation Services,no,Wed,Apr,9
yes,17.9,other,no,Sun,Mar,19
yes,0,City Service,yes,Fri,Jan,15
yes,1.82,Taxicab Insurance Agency Llc,no,Tue,Mar,17
yes,0.06,other,yes,Thu,Mar,16
yes,17.9,other,no,Wed,Feb,9
yes,1.26,Taxicab Insurance Agency Llc,no,Wed,Mar,7
yes,18.45,Taxicab Insurance Agency Llc,no,Thu,Mar,6
yes,1,Taxi Affiliation Services,no,Tue,Apr,22
yes,14.24,Taxicab Insurance Agency Llc,no,Wed,Mar,11
yes,1.23,Chicago Independents,no,Sat,Apr,20
yes,1.5,other,no,Sat,Apr,13
yes,17.54,Taxicab Insurance Agency Llc,no,Mon,Feb,13
yes,0.9,other,yes,Thu,Feb,10
yes,1.76,other,no,Sat,Mar,11
yes,2.28,Taxicab Insurance Agency Llc,no,Mon,Feb,14
yes,0,Flash Cab,no,Thu,Feb,8
yes,2.86,other,no,Mon,Apr,17
yes,17.55,Chicago Independents,no,Fri,Mar,19
yes,1.2,Flash Cab,yes,Fri,Mar,17
yes,1.4,other,no,Mon,Mar,14
yes,8.31,Taxicab Insurance Agency Llc,no,Sat,Apr,20
yes,2.35,City Service,no,Fri,Apr,14
yes,1.69,other,no,Tue,Apr,18
yes,6.7,other,no,Mon,Mar,18
yes,17.59,Sun Taxi,no,Wed,Mar,15
yes,0.82,City Service,yes,Thu,Feb,17
yes,0.68,other,no,Thu,Apr,17
yes,1.5,other,yes,Fri,Feb,19
yes,0,other,yes,Thu,Apr,8
yes,1.21,Flash Cab,no,Wed,Mar,11
yes,0.75,Flash Cab,no,Fri,Apr,21
yes,1.97,other,no,Sat,Apr,13
yes,17.31,Sun Taxi,no,Thu,Jan,20
yes,1,Taxi Affiliation Services,no,Thu,Apr,19
yes,20.5,other,no,Fri,Apr,12
yes,0.51,other,yes,Wed,Feb,12
yes,17.59,Flash Cab,no,Thu,Mar,12
yes,1,Taxi Affiliation Services,no,Sat,Mar,12
yes,0.5,Sun Taxi,no,Wed,Jan,12
yes,0,Taxi Affiliation Services,no,Wed,Mar,10
yes,0.7,other,yes,Wed,Jan,16
yes,0,Taxi Affiliation Services,no,Tue,Apr,17
yes,2.13,Taxicab Insurance Agency Llc,no,Fri,Apr,17
yes,0.37,City Service,yes,Fri,Feb,15
yes,1.24,Chicago Independents,no,Mon,Jan,17
yes,0.7,Taxi Affiliation Services,no,Thu,Apr,8
yes,1.79,Taxicab Insurance Agency Llc,no,Wed,Jan,19
yes,14.4,Taxicab Insurance Agency Llc,no,Sun,Mar,17
yes,0.68,City Service,no,Mon,Apr,19
yes,1.12,Chicago Independents,no,Wed,Apr,8
yes,0.8,Taxi Affiliation Services,no,Mon,Apr,13
yes,14.14,City Service,no,Fri,Feb,17
yes,12.23,Taxicab Insurance Agency Llc,no,Wed,Apr,16
yes,3.3,Taxi Affiliation Services,yes,Fri,Mar,18
yes,1.11,City Service,yes,Thu,Apr,18
yes,17.8,Flash Cab,no,Thu,Mar,12
yes,0,City Service,yes,Fri,Apr,14
yes,17.5,City Service,no,Wed,Feb,7
yes,17.92,Taxicab Insurance Agency Llc,no,Tue,Mar,18
yes,0,Taxicab Insurance Agency Llc,yes,Fri,Feb,18
yes,17.46,other,no,Tue,Apr,12
yes,16.95,other,no,Wed,Apr,15
yes,12.96,other,no,Fri,Mar,20
yes,1.7,other,no,Fri,Jan,16
yes,1.01,Sun Taxi,no,Tue,Jan,9
yes,16.5,other,no,Mon,Apr,21
yes,0.8,other,yes,Fri,Mar,14
yes,1,other,no,Tue,Jan,16
yes,15.39,other,no,Wed,Mar,18
yes,0.54,City Service,no,Mon,Jan,15
yes,3.19,Sun Taxi,no,Mon,Mar,8
yes,0.7,Taxi Affiliation Services,no,Mon,Jan,8
yes,0.53,other,no,Wed,Feb,9
yes,17.8,Taxicab Insurance Agency Llc,no,Fri,Mar,19
yes,3,Taxi Affiliation Services,no,Sun,Apr,10
yes,0.72,Taxicab Insurance Agency Llc,yes,Sun,Apr,13
yes,1.9,other,no,Tue,Mar,13
yes,2.8,Taxi Affiliation Services,no,Fri,Mar,20
yes,17.6,other,no,Thu,Apr,12
yes,2.7,Taxi Affiliation Services,no,Sat,Mar,17
yes,0.99,Chicago Independents,no,Tue,Apr,17
yes,0.03,other,yes,Wed,Apr,20
yes,1.74,Sun Taxi,no,Mon,Jan,15
yes,0.62,City Service,yes,Fri,Mar,16
yes,5.72,Chicago Independents,no,Thu,Apr,13
yes,0.93,City Service,no,Sun,Jan,14
yes,0.85,City Service,yes,Tue,Apr,11
yes,1.81,City Service,no,Fri,Feb,21
yes,0.59,City Service,yes,Wed,Mar,17
yes,1.5,City Service,no,Wed,Apr,17
yes,17.6,Taxi Affiliation Services,no,Fri,Apr,16
yes,0.8,Flash Cab,no,Wed,Apr,11
yes,18.56,Sun Taxi,no,Sat,Apr,10
yes,18.45,Taxicab Insurance Agency Llc,no,Fri,Apr,5
yes,2.38,Taxicab Insurance Agency Llc,no,Tue,Jan,15
yes,17.4,Taxi Affiliation Services,no,Thu,Feb,13
yes,1.3,other,yes,Thu,Mar,12
yes,0.68,City Service,yes,Sun,Apr,16
yes,16.3,Taxi Affiliation Services,no,Mon,Jan,20
yes,0.78,Chicago Independents,yes,Tue,Feb,17
yes,0,City Service,yes,Tue,Mar,10
yes,0,Taxicab Insurance Agency Llc,yes,Tue,Feb,21
yes,1.07,City Service,no,Wed,Feb,8
yes,1,Taxi Affiliation Services,no,Sun,Mar,15
yes,1.1,Taxi Affiliation Services,no,Sun,Jan,12
yes,1.6,other,no,Mon,Jan,14
yes,2.94,City Service,no,Tue,Apr,9
yes,0,Taxicab Insurance Agency Llc,yes,Sun,Apr,9
yes,0.93,Sun Taxi,yes,Thu,Mar,19
yes,17.68,other,no,Fri,Feb,11
yes,1.2,Taxicab Insurance Agency Llc,no,Tue,Feb,19
yes,1.14,City Service,yes,Fri,Apr,10
yes,0.8,Flash Cab,yes,Tue,Jan,17
yes,1.92,Chicago Independents,no,Fri,Mar,17
yes,0,Taxi Affiliation Services,no,Tue,Apr,8
yes,1,Taxi Affiliation Services,no,Mon,Apr,20
yes,0,Taxi Affiliation Services,no,Wed,Apr,15
yes,3.8,other,no,Fri,Mar,19
yes,1.31,Flash Cab,yes,Fri,Feb,13
yes,1.33,Sun Taxi,no,Thu,Jan,9
yes,4.47,Chicago Independents,no,Sat,Mar,17
yes,3.48,Flash Cab,no,Mon,Feb,8
yes,16.7,Taxi Affiliation Services,no,Fri,Mar,11
yes,1.55,Flash Cab,no,Tue,Jan,16
yes,16.64,City Service,no,Thu,Apr,17
yes,17.99,Sun Taxi,no,Fri,Feb,12
yes,1.82,Sun Taxi,no,Wed,Mar,17
yes,0.91,City Service,yes,Thu,Mar,16
yes,17.05,Chicago Independents,no,Wed,Apr,12
yes,0.94,Taxicab Insurance Agency Llc,yes,Wed,Apr,13
yes,1.44,Taxicab Insurance Agency Llc,no,Wed,Feb,9
yes,1.36,City Service,no,Wed,Mar,17
yes,16.31,Taxicab Insurance Agency Llc,no,Thu,Feb,11
yes,0.88,City Service,yes,Thu,Mar,18
yes,0,Flash Cab,no,Thu,Mar,13
yes,0.57,Sun Taxi,no,Thu,Jan,12
yes,18.7,Chicago Independents,no,Thu,Mar,18
yes,0.1,Taxi Affiliation Services,no,Tue,Feb,10
yes,11,Taxi Affiliation Services,no,Thu,Apr,13
yes,0,City Service,yes,Fri,Apr,13
yes,18.03,City Service,no,Mon,Feb,11
yes,17.92,Chicago Independents,no,Fri,Jan,12
yes,0.1,Taxi Affiliation Services,no,Wed,Jan,17
yes,17.19,Chicago Independents,no,Fri,Apr,22
yes,2.57,City Service,no,Fri,Feb,16
yes,12.5,other,no,Tue,Apr,11
yes,1.8,Taxi Affiliation Services,no,Fri,Mar,14
yes,18.22,City Service,no,Thu,Mar,12
yes,0.87,other,yes,Tue,Mar,17
yes,3.4,other,no,Tue,Jan,9
yes,1.53,other,no,Tue,Apr,12
yes,0,other,yes,Wed,Apr,14
yes,18.77,other,no,Thu,Jan,20
yes,2.4,Chicago Independents,no,Thu,Jan,9
yes,21.02,Sun Taxi,no,Fri,Apr,11
yes,13.3,Taxicab Insurance Agency Llc,no,Mon,Feb,11
yes,0.7,other,no,Tue,Jan,18
yes,2.11,Taxicab Insurance Agency Llc,no,Tue,Feb,16
yes,0.38,City Service,yes,Mon,Apr,18
yes,1.48,Flash Cab,yes,Sat,Jan,17
yes,0,Taxi Affiliation Services,yes,Fri,Apr,17
yes,17.98,Sun Taxi,no,Thu,Apr,12
yes,17.9,Taxicab Insurance Agency Llc,no,Fri,Mar,11
yes,2.02,Sun Taxi,no,Fri,Feb,17
yes,0,Taxicab Insurance Agency Llc,yes,Thu,Feb,8
yes,0.9,Taxi Affiliation Services,no,Mon,Apr,21
yes,0,Taxi Affiliation Services,yes,Tue,Feb,14
yes,0.6,City Service,yes,Sat,Feb,13
yes,0.9,Taxi Affiliation Services,no,Fri,Jan,18
yes,12.6,City Service,no,Sat,Jan,13
yes,20.98,other,no,Sun,Mar,9
yes,0.59,Sun Taxi,yes,Thu,Jan,21
yes,1,Taxi Affiliation Services,no,Thu,Jan,19
yes,17,Chicago Independents,no,Tue,Jan,9
yes,17.2,other,no,Thu,Mar,23
yes,2.4,Taxicab Insurance Agency Llc,no,Tue,Mar,17
yes,17.03,other,no,Wed,Apr,18
yes,17.52,Taxicab Insurance Agency Llc,no,Tue,Feb,14
yes,1.2,City Service,no,Tue,Mar,13
yes,1.62,Chicago Independents,no,Wed,Jan,17
yes,1.99,other,no,Thu,Jan,15
yes,1,Taxi Affiliation Services,no,Wed,Apr,13
yes,16.89,Sun Taxi,no,Sat,Apr,15
yes,18.4,Chicago Independents,no,Thu,Feb,8
yes,0.51,Chicago Independents,yes,Fri,Mar,12
yes,2.66,Flash Cab,no,Wed,Feb,14
yes,1.4,Taxi Affiliation Services,no,Sat,Apr,14
yes,2.07,Sun Taxi,no,Mon,Mar,11
yes,1.31,Flash Cab,yes,Sat,Apr,15
yes,17.6,other,no,Fri,Feb,20
yes,0.82,Sun Taxi,no,Wed,Mar,12
yes,2.2,Taxi Affiliation Services,no,Mon,Mar,11
yes,0.86,other,no,Tue,Feb,13
yes,3.7,Chicago Independents,no,Sat,Apr,14
yes,17.6,other,no,Wed,Mar,16
yes,0,Taxi Affiliation Services,no,Thu,Feb,15
yes,17.5,Chicago Independents,no,Sun,Mar,10
yes,0,Taxi Affiliation Services,no,Mon,Feb,17
yes,1.48,Chicago Independents,no,Wed,Apr,21
yes,18.63,other,no,Mon,Apr,8
yes,17.95,Sun Taxi,no,Tue,Apr,14
yes,0.9,Taxi Affiliation Services,yes,Sat,Mar,17
yes,17.07,Taxicab Insurance Agency Llc,no,Thu,Apr,14
yes,17.87,Taxicab Insurance Agency Llc,no,Mon,Feb,15
yes,2.46,Sun Taxi,no,Fri,Feb,19
yes,0.89,Sun Taxi,no,Wed,Jan,6
yes,16.17,City Service,no,Wed,Mar,7
yes,1.15,City Service,no,Fri,Feb,17
yes,0.7,Flash Cab,no,Wed,Feb,15
yes,17.47,City Service,no,Sat,Mar,23
yes,1.8,other,no,Fri,Mar,18
yes,1.84,other,no,Thu,Mar,12
yes,18.6,Flash Cab,no,Fri,Feb,6
yes,1.23,Taxicab Insurance Agency Llc,no,Wed,Apr,16
yes,16.9,Taxi Affiliation Services,no,Sun,Apr,16
yes,19.5,other,no,Sun,Jan,20
yes,1.52,other,no,Sun,Mar,18
yes,17.66,Chicago Independents,no,Thu,Feb,10
yes,17.5,City Service,no,Thu,Feb,18
yes,0.7,Taxicab Insurance Agency Llc,no,Sat,Feb,8
yes,1.38,other,no,Sun,Mar,20
yes,16.5,Chicago Independents,no,Thu,Mar,17
yes,2.07,other,no,Fri,Feb,14
yes,2.61,Chicago Independents,no,Fri,Jan,9
yes,16.8,other,no,Thu,Jan,15
yes,14.43,Sun Taxi,no,Tue,Jan,18
yes,18.07,Sun Taxi,no,Thu,Apr,17
yes,1.82,Sun Taxi,no,Fri,Feb,15
yes,2.53,Taxicab Insurance Agency Llc,no,Fri,Feb,18
yes,2.87,Sun Taxi,no,Fri,Apr,19
yes,3.85,Taxicab Insurance Agency Llc,no,Sat,Feb,7
yes,0.65,other,yes,Fri,Jan,11
yes,2.77,Taxicab Insurance Agency Llc,no,Sat,Mar,20
yes,0.73,other,no,Wed,Mar,10
yes,17.76,Chicago Independents,no,Wed,Apr,14
yes,16.7,other,no,Wed,Feb,13
yes,1.98,Sun Taxi,no,Wed,Mar,7
yes,2.8,other,no,Mon,Mar,18
yes,0,Flash Cab,no,Wed,Feb,9
yes,0.9,Chicago Independents,no,Thu,Feb,18
yes,1,Taxi Affiliation Services,no,Sun,Jan,16
yes,17.11,other,no,Tue,Apr,13
yes,0,Taxi Affiliation Services,no,Fri,Mar,13
yes,0.78,Sun Taxi,yes,Tue,Feb,8
yes,1.66,other,no,Wed,Mar,19
yes,1.84,City Service,no,Mon,Mar,16
yes,2.44,other,no,Thu,Mar,22
yes,16.44,other,no,Sat,Apr,19
yes,17.6,other,no,Wed,Mar,12
yes,0.73,City Service,no,Fri,Mar,15
yes,2.82,Taxicab Insurance Agency Llc,no,Sun,Apr,11
yes,16.44,City Service,no,Wed,Apr,11
yes,1,Taxi Affiliation Services,no,Mon,Mar,16
yes,4.3,other,no,Wed,Mar,18
yes,0,Taxi Affiliation Services,no,Fri,Apr,16
yes,0,Flash Cab,no,Sun,Mar,12
yes,17.8,Taxi Affiliation Services,no,Thu,Mar,0
yes,4.55,Taxicab Insurance Agency Llc,no,Sat,Apr,19
yes,18.61,Sun Taxi,no,Thu,Apr,20
yes,9.29,Sun Taxi,no,Sun,Apr,8
yes,17.76,Sun Taxi,no,Fri,Mar,18
yes,1,Taxi Affiliation Services,no,Mon,Jan,18
yes,0,Taxi Affiliation Services,no,Wed,Feb,10
yes,0,Flash Cab,yes,Tue,Jan,16
yes,20.1,Chicago Independents,no,Thu,Mar,7
yes,1.09,City Service,no,Fri,Apr,8
yes,17.07,City Service,no,Mon,Feb,16
yes,2.81,other,no,Thu,Mar,11
yes,17.08,Taxicab Insurance Agency Llc,no,Mon,Apr,19
yes,3.12,City Service,no,Sat,Apr,19
yes,1.12,other,no,Tue,Feb,16
yes,1,Taxi Affiliation Services,no,Tue,Apr,21
yes,17.79,other,no,Fri,Apr,18
yes,0.6,other,no,Wed,Mar,13
yes,0,Taxi Affiliation Services,no,Sun,Mar,20
yes,1.78,Taxicab Insurance Agency Llc,no,Thu,Mar,9
yes,18.05,Sun Taxi,no,Tue,Jan,8
yes,3.64,Chicago Independents,no,Fri,Apr,18
yes,17.9,Taxi Affiliation Services,no,Fri,Jan,6
yes,17.53,City Service,no,Fri,Apr,14
yes,17.73,Sun Taxi,no,Tue,Mar,10
yes,3.23,Taxicab Insurance Agency Llc,no,Fri,Mar,17
yes,1.04,Sun Taxi,no,Thu,Feb,7
yes,3.4,Taxi Affiliation Services,no,Thu,Mar,20
yes,1,other,no,Fri,Mar,17
yes,2,other,no,Sat,Jan,11
yes,0.62,other,no,Fri,Apr,16
yes,1.94,Sun Taxi,no,Wed,Mar,12
yes,0,Flash Cab,yes,Fri,Mar,11
yes,0,Flash Cab,no,Thu,Apr,16
yes,11.86,Flash Cab,no,Fri,Feb,22
yes,1.5,City Service,no,Tue,Mar,13
yes,1.9,other,no,Wed,Jan,10
yes,1.81,Sun Taxi,no,Fri,Jan,16
yes,2.48,other,no,Fri,Jan,16
yes,2.45,Taxicab Insurance Agency Llc,no,Thu,Apr,8
yes,3.64,other,no,Thu,Mar,13
yes,2.26,other,no,Tue,Feb,20
yes,5.96,City Service,no,Wed,Feb,17
yes,1.91,City Service,no,Sat,Apr,14
yes,19.2,Flash Cab,no,Tue,Apr,20
yes,17.92,other,no,Tue,Feb,16
yes,1.27,Sun Taxi,no,Fri,Apr,14
yes,1.35,Taxicab Insurance Agency Llc,yes,Fri,Apr,10
yes,0.53,Chicago Independents,no,Thu,Mar,10
yes,17.94,Sun Taxi,no,Mon,Jan,8
yes,1.52,Sun Taxi,yes,Wed,Jan,16
yes,0.77,Flash Cab,no,Mon,Apr,18
yes,17.73,other,no,Thu,Apr,17
yes,1,Taxi Affiliation Services,no,Sun,Apr,16
yes,1.79,City Service,yes,Thu,Mar,11
yes,1.21,other,no,Thu,Mar,17
yes,1.02,Chicago Independents,no,Mon,Jan,16
yes,1.66,other,no,Tue,Feb,20
yes,17.85,other,no,Mon,Apr,18
yes,1.7,Sun Taxi,no,Tue,Mar,9
yes,10,other,no,Sun,Mar,14
yes,1.37,Sun Taxi,no,Mon,Mar,15
yes,17.57,Flash Cab,no,Tue,Apr,12
yes,17,Taxi Affiliation Services,no,Wed,Apr,14
yes,1.68,Sun Taxi,no,Thu,Feb,18
yes,1.28,Sun Taxi,no,Fri,Mar,0
yes,2.33,Chicago Independents,no,Thu,Jan,17
yes,1.31,Sun Taxi,no,Sun,Feb,14
yes,1.19,other,no,Wed,Mar,18
yes,18.3,other,no,Thu,Apr,15
yes,2.91,City Service,no,Tue,Mar,7
yes,1.27,Sun Taxi,yes,Fri,Mar,17
yes,13.15,other,no,Fri,Mar,17
yes,17.1,City Service,no,Tue,Mar,18
yes,17,Flash Cab,no,Sun,Apr,16
yes,16.25,other,no,Mon,Feb,13
yes,1.29,Sun Taxi,no,Fri,Apr,17
yes,19.12,City Service,no,Wed,Feb,6
yes,1.73,Flash Cab,no,Thu,Apr,19
yes,0,Taxi Affiliation Services,no,Tue,Feb,12
yes,16.74,City Service,no,Thu,Apr,14
yes,16.88,City Service,no,Mon,Jan,19
yes,0.78,Chicago Independents,no,Mon,Mar,16
yes,0.3,Chicago Independents,yes,Fri,Feb,19
yes,1.33,other,yes,Sat,Apr,15
yes,17.26,City Service,no,Sun,Feb,6
yes,1.28,Flash Cab,no,Sat,Feb,12
yes,12.67,Taxicab Insurance Agency Llc,no,Tue,Feb,13
yes,2.14,other,no,Fri,Feb,9
yes,12.6,Taxi Affiliation Services,no,Sat,Apr,15
yes,1.3,other,yes,Wed,Jan,6
yes,16.67,Taxicab Insurance Agency Llc,no,Tue,Apr,21
yes,2.44,Chicago Independents,no,Thu,Mar,10
yes,23.3,other,no,Thu,Mar,15
yes,1.44,Taxicab Insurance Agency Llc,yes,Wed,Mar,10
yes,1.78,Sun Taxi,no,Thu,Feb,7
yes,17.67,Chicago Independents,no,Wed,Apr,15
yes,2.52,City Service,no,Thu,Apr,20
yes,1.11,Sun Taxi,no,Wed,Jan,17
yes,1.29,City Service,no,Fri,Jan,9
yes,2.29,other,no,Thu,Mar,17
yes,0.2,Taxi Affiliation Services,no,Fri,Apr,20
yes,21.04,Sun Taxi,no,Wed,Apr,20
yes,2.75,Sun Taxi,no,Wed,Apr,20
yes,18.02,City Service,no,Thu,Mar,19
yes,1.13,other,no,Fri,Feb,20
yes,0.62,Taxicab Insurance Agency Llc,yes,Tue,Mar,7
yes,1.02,Flash Cab,no,Tue,Apr,10
yes,0.31,other,yes,Thu,Mar,15
yes,12.88,City Service,no,Sun,Apr,11
yes,1.2,other,no,Sun,Mar,2
yes,1.09,other,no,Tue,Mar,14
yes,3.9,City Service,no,Thu,Feb,19
yes,0.97,Flash Cab,yes,Sat,Feb,22
yes,17.68,Chicago Independents,no,Mon,Apr,20
yes,18.04,Sun Taxi,no,Sun,Mar,6
yes,17.71,other,no,Tue,Apr,14
yes,0.97,Sun Taxi,yes,Thu,Jan,21
yes,3.32,Chicago Independents,no,Thu,Feb,17
yes,1.47,Chicago Independents,yes,Thu,Apr,13
yes,1,Taxi Affiliation Services,no,Thu,Mar,17
yes,1.87,Sun Taxi,no,Wed,Apr,10
yes,2.08,other,no,Tue,Mar,11
yes,2.58,other,no,Sat,Apr,14
yes,1.17,Taxicab Insurance Agency Llc,no,Thu,Mar,16
yes,16.41,Sun Taxi,no,Sun,Apr,19
yes,0.8,other,no,Tue,Jan,9
yes,1.78,other,no,Sun,Feb,10
yes,18.23,Sun Taxi,no,Fri,Jan,23
yes,2.57,other,no,Tue,Apr,15
yes,0.6,other,yes,Fri,Feb,18
yes,12.1,Sun Taxi,no,Tue,Apr,13
yes,17.38,Flash Cab,no,Fri,Jan,20
yes,1.8,other,no,Thu,Feb,14
yes,2.12,Flash Cab,no,Sun,Apr,13
yes,17.1,Taxi Affiliation Services,no,Thu,Jan,15
yes,17.8,other,no,Sun,Feb,12
yes,1.18,other,no,Fri,Feb,14
yes,0.9,Taxi Affiliation Services,no,Fri,Apr,9
yes,17.54,other,no,Tue,Apr,12
yes,0.8,Flash Cab,yes,Thu,Apr,12
yes,9.2,Taxi Affiliation Services,no,Tue,Apr,15
yes,11.09,other,no,Tue,Apr,21
yes,16.93,Taxicab Insurance Agency Llc,no,Tue,Mar,15
yes,0,other,yes,Tue,Feb,11
yes,17.59,Taxicab Insurance Agency Llc,no,Mon,Feb,18
yes,2.4,other,no,Mon,Mar,14
yes,0.88,other,no,Thu,Jan,18
yes,13.2,Sun Taxi,no,Thu,Feb,12
yes,1.89,Taxicab Insurance Agency Llc,no,Tue,Jan,14
yes,12.7,Taxi Affiliation Services,no,Sat,Feb,20
yes,16.83,City Service,no,Mon,Feb,18
yes,17.7,Taxi Affiliation Services,no,Fri,Mar,13
